,station_name,start_count,end_count,total_rides,LATITUDE,LONGITUDE
689,John McCormack Rd & Michigan Ave NE,283.0,280.0,563.0,38.9346,-76.9955
690,Barcroft Community Center,121.0,126.0,247.0,38.850337,-77.100989
691,Anacostia Ave & East Capitol St NE,90.0,94.0,184.0,38.890461,-76.96128
692,12th & Irving St NE,334.0,332.0,666.0,38.928644,-76.990955
693,Friendship Blvd & Willard Ave,130.0,118.0,248.0,38.96115,-77.088659
694,Amherst Ave & Elkins St,11.0,10.0,21.0,39.044887,-77.047788
695,Royal St & Wilkes St,86.0,99.0,185.0,38.799267,-77.0447
696,S Randolph St & Campbell Ave,72.0,71.0,143.0,38.840654,-77.088659
697,Ridge Heights and Owl Cove Ln,10.0,6.0,16.0,38.933923,-77.331653
698,Town Center Pkwy & Sunset Hills Rd,27.0,21.0,48.0,38.955171,-77.363094
699,South Dakota Ave & 33rd St NE,21.0,23.0,44.0,38.921986,-76.960696
700,St. Elizabeths West Campus/DHS ,104.0,95.0,199.0,38.853124,-77.005174
701,Kingsbridge Dr & Draper Dr,3.0,5.0,8.0,38.868545,-77.282083
702,10th & Quincy St NE / Turkey Thicket Rec,325.0,300.0,625.0,38.937849,-76.993509
703,Library St & Freedom Dr,36.0,39.0,75.0,38.959633,-77.358741
704,Fort Totten Metro,1186.0,1128.0,2314.0,38.952369,-77.002721
705,South Dakota Ave & Bladensburg Rd NE,35.0,34.0,69.0,38.9252,-76.964896
706,Rhode Island Ave & 39th St / Brentwood Arts Exchange,76.0,73.0,149.0,38.939271,-76.955047
707,Kansas Ave & Tuckerman St NW / Lamond Rec ,37.0,35.0,72.0,38.967492,-77.007003
708,S Wayne St and 9th St S,118.0,121.0,239.0,38.864694,-77.082491
709,Anacostia Metro,204.0,194.0,398.0,38.862487,-76.99489
710,Ridge Rd & Southern Ave SE,11.0,12.0,23.0,38.872976,-76.935246
711,34th St & Minnesota Ave SE,15.0,16.0,31.0,38.883843,-76.957511
712,13th St & Eastern Ave,63.0,49.0,112.0,38.987,-77.029417
713,Rockville Pike & Old Georgetown Rd,16.0,12.0,28.0,39.049765,-77.11368
714,New Hampshire Ave & East-West Hwy,66.0,51.0,117.0,38.974205,-76.995227
715,Pooks Hill Rd & Linden Ave,50.0,56.0,106.0,39.014716,-77.107143
716,Congress Heights Metro,103.0,98.0,201.0,38.844711,-76.987823
717,Valley Ave & Wheeler Rd SE,23.0,14.0,37.0,38.836646,-76.993589
718,Wheaton Library & Community Rec Center,18.0,17.0,35.0,39.047323,-77.051097
719,Dunn Loring Metro,133.0,129.0,262.0,38.8828,-77.2283
720,40th Ave & Bladensburg Rd,53.0,55.0,108.0,38.935388,-76.949287
721,53rd & D St SE/C.W. Harris Elementary,22.0,19.0,41.0,38.883318,-76.925315
722,N Hampton Dr & Ford Ave,26.0,28.0,54.0,38.837306,-77.106111
723,Duke St & Jordan St,32.0,34.0,66.0,38.812187,-77.10994
724,Witter Field,23.0,24.0,47.0,38.805524,-77.078791
725,Kenmore Ave & Seminary Rd,40.0,33.0,73.0,38.828887,-77.110588
726,Mississippi Ave & 19th St SE / THEARC,13.0,13.0,26.0,38.84377,-76.97557
727,Prosperity Ave & Avenir Pl,19.0,16.0,35.0,38.881436,-77.230377
728,S Pickett St & Shillings St,25.0,30.0,55.0,38.804486,-77.132334
729,Fenton St & Gist Ave,112.0,97.0,209.0,38.989724,-77.023854
730,Van Dorn Metro,45.0,39.0,84.0,38.800077,-77.129943
731,47th & Elm St,94.0,88.0,182.0,38.982456,-77.091991
732,South Capitol & Atlantic St SW,45.0,41.0,86.0,38.831516,-77.008133
733,East West Hwy & Blair Mill Rd,74.0,57.0,131.0,38.990249,-77.02935
734,Silver Spring Transit Center - Top Level,101.0,81.0,182.0,38.994035,-77.030371
735,Offutt Ln & Chevy Chase Dr,79.0,69.0,148.0,38.977093,-77.094589
736,1st & S Capitol St SE / Oxon Run Trail,37.0,41.0,78.0,38.824481,-77.005497
737,Livingston Rd & 3rd St SE,12.0,10.0,22.0,38.82373,-77.00223
738,Howard Rd & Suitland Pkwy SE,44.0,38.0,82.0,38.865149,-77.001045
739,Fort Totten Dr & Crittenden St NE,77.0,76.0,153.0,38.948227,-77.006444
740,South Lakes Dr and Reston Pkwy,6.0,13.0,19.0,38.94335,-77.362304
741,N Howard St & N Imboden St,19.0,19.0,38.0,38.818509,-77.105564
742,Benning Branch Library,45.0,53.0,98.0,38.894,-76.947974
743,Virginia Theological Seminary,7.0,5.0,12.0,38.820152,-77.093879
744,Anacostia Ave & Benning Rd NE / River Terrace ,98.0,90.0,188.0,38.896544,-76.96012
745,Bladensburg Waterfront Park,102.0,96.0,198.0,38.934324,-76.938248
746,Tysons Metro North,47.0,45.0,92.0,38.920939,-77.222115
747,W&OD Trail & Explorer St/Reston Bus Station,51.0,53.0,104.0,38.957037,-77.359718
748,Lake Newport Rd and Autumn Ridge Cir,12.0,10.0,22.0,38.978503,-77.353454
749,Madrillon Rd & Boss St,10.0,10.0,20.0,38.910016,-77.226266
750,Fairfax Blvd & Pickett Rd South,14.0,15.0,29.0,38.86476,-77.271483
751,George Mason Blvd & Armstrong St,7.0,7.0,14.0,38.841099,-77.30718
752,GMU/Patriot Cir & York Dr,11.0,16.0,27.0,38.827501,-77.304157
753,Baron Cameron Ave & North Hampton Ave,26.0,23.0,49.0,38.966344,-77.359341
754,Benning Rd & East Capitol St NE / Benning Rd Metro,100.0,96.0,196.0,38.889935,-76.93723
755,Dulles Technology Dr & Sunrise Valley Dr,17.0,16.0,33.0,38.95665,-77.413788
756,S Wakefield St & 28th St S,43.0,41.0,84.0,38.84404,-77.098093
757,White Oak Transit Center,7.0,7.0,14.0,39.04104,-76.987125
758,Stewart Ln & Old Columbia Pike,13.0,7.0,20.0,39.045652,-76.985438
759,New Hampshire & Kirklynn Ave,50.0,52.0,102.0,38.988101,-76.988422
760,Hilltop Rd & Willowmere Dr ,8.0,4.0,12.0,38.876903,-77.241518
761,S Washington St & Wilkes St,40.0,42.0,82.0,38.800703,-77.048043
762,Merrifield Cinema & Merrifield Town Center,35.0,38.0,73.0,38.870093,-77.22997
763,1301 McCormick Dr / Wayne K. Curry Admin Bldg,14.0,14.0,28.0,38.908391,-76.843263
764,Roosevelt Center & Crescent Rd,13.0,11.0,24.0,39.00031,-76.878005
765,Tysons Metro South,43.0,48.0,91.0,38.919475,-77.221179
766,The Mall at Prince Georges,87.0,74.0,161.0,38.968842,-76.954171
767,Northwestern High School,55.0,50.0,105.0,38.975505,-76.952199
768,31st St & S Woodrow St,24.0,26.0,50.0,38.837846,-77.093478
769,Veterans Pl & Pershing Dr ,44.0,45.0,89.0,38.997445,-77.023894
770,Oglethorpe St & 42nd Ave,105.0,114.0,219.0,38.959361,-76.946361
771,Huntington Ave & Farrington Ave ,12.0,7.0,19.0,38.795064,-77.072118
772,North Shore Dr & Village Rd,10.0,10.0,20.0,38.970412,-77.340787
773,Martha Custis Dr & Lyons Ln,23.0,13.0,36.0,38.841871,-77.082124
774,Frederick Ave & Horners Ln,7.0,7.0,14.0,39.094772,-77.145213
775,Fleet St & Ritchie Pkwy,16.0,11.0,27.0,39.076331,-77.141378
776,Pennsylvania Ave & Park Ave,63.0,59.0,122.0,38.887403,-77.176992
777,W Broad St & Little Falls St,55.0,55.0,110.0,38.883601,-77.173438
778,Hartland Rd & Harte Pl,4.0,4.0,8.0,38.878601,-77.222808
779,Dennis Ave & Amherst Ave,13.0,14.0,27.0,39.025387,-77.044563
780,Charles Arrington Dr & Manchester Lakes Dr ,19.0,22.0,41.0,38.766844,-77.150359
781,41st St & Alabama Ave SE / Fort Davis Rec,9.0,9.0,18.0,38.870353,-76.945283
782,Takoma Park Rec Center,22.0,22.0,44.0,38.98265,-76.988311
783,Windham Ln & Amherst Ave,16.0,18.0,34.0,39.032029,-77.04735
784,Fairfax Village,40.0,31.0,71.0,38.86559,-76.952103
785,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,29.0,30.0,59.0,38.951419,-77.340281
786,Reston Pkwy & Spectrum Dr,13.0,16.0,29.0,38.964208,-77.35428
787,McNair Farms Dr & Thomas Jefferson Dr,13.0,18.0,31.0,38.948588,-77.408743
788,Division Ave & Foote St NE,5.0,5.0,10.0,38.897407,-76.925907
789,Queens Chapel & Hamilton St,72.0,71.0,143.0,38.9546,-76.9595
790, Scotts Crossing Rd & Spring Gate Dr,22.0,27.0,49.0,38.927018,-77.211094
791,N Shore Dr & Washington Plaza/Lake Anne,4.0,5.0,9.0,38.969515,-77.342038
792,Columbus Ave & Tribeca St,42.0,36.0,78.0,39.125828,-77.167059
793,Citadel Ave & McGrath Blvd,8.0,10.0,18.0,39.049,-77.10933
794,Montgomery College / W Campus Dr & Mannakee St,12.0,13.0,25.0,39.095661,-77.159048
795,Monroe St & E Park Dr ,23.0,25.0,48.0,38.950009,-77.389696
796,Largo Rd & Campus Way / Prince Georges's Comm Col,5.0,3.0,8.0,38.88994,-76.825535
797,Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,17.0,14.0,31.0,38.873261,-77.272999
798,New Hampshire & Lockwood,9.0,3.0,12.0,39.039102,-76.991824
799,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,4.0,4.0,8.0,38.81909,-77.01033
800,Alabama & MLK Ave SE,27.0,27.0,54.0,38.84323,-76.999376
801,Westbranch & Jones Branch Dr,14.0,26.0,40.0,38.931089,-77.220729
802,Chain Bridge Rd & Anderson Rd,10.0,12.0,22.0,38.925572,-77.204762
803,Madron Ln & Bermudez Ct,11.0,9.0,20.0,38.904415,-77.221807
804,Shady Grove Metro West,53.0,60.0,113.0,39.119765,-77.166093
805,King Farm Blvd & Pleasant Dr,67.0,56.0,123.0,39.114688,-77.171487
806,Woody Ward Rec Center,3.0,2.0,5.0,38.879575,-76.926596
807,New Dominion Pkwy & Fountain Dr,36.0,36.0,72.0,38.960574,-77.356324
808,Route 29 & Bisvey Dr,30.0,27.0,57.0,38.876912,-77.195847
809,Old Meadow Rd & Old Meadow Ln,14.0,14.0,28.0,38.918988,-77.21246
810,Fishers Ln & Rock Creek Mill Rd,51.0,50.0,101.0,39.0629,-77.113454
811,Oxon Hill Park & Ride,4.0,5.0,9.0,38.798749,-77.00103
812,Westpark Dr & Leesburg Pike,9.0,6.0,15.0,38.92403,-77.235955
813,Ridge Rd Community Center,4.0,4.0,8.0,38.876227,-76.940981
814,Southern Ave Metro,10.0,10.0,20.0,38.840107,-76.9753
815,Capitol Heights Metro,50.0,43.0,93.0,38.888524,-76.913188
